12601	276	119	291	136	0
#Hold LEFT
12700	185	119	198	136	0
12701	154	119	169	136	0

####RACCOON FORM #################
#IDLE (Width = BIG + 7 = 13 + 7) (Height = 27)
14121	243	634	264	661	0
14111	182	634	203	661	0

#WALKING RIGHT (Width = IDLE RACCOON + 1)
14222	272	634	293	661	0
14223	303	634	324	661	0

#WALKING LEFT (Width = IDLE RACCOON + 1)
14212	152	634	173	661	0
14213	122	634	143	661	0

#RUNNING RIGHT (Width = IDLE + 3 = 20 + 3)
14321	331	634	354	661	0
14322	362	634	385	661	0
14323	393	634	416	661	0

#RUNNING LEFT (WIDTH = IDLE + 3 = 20 + 3)
14311	91	634	114	661	0
14312	61	634	84	661	0
14313	32	634	55	661	0

#JUMP WALK RIGHT & LEFT (Width = IDLE + 2 = 20 + 2)
14417	392	753	415	780	0
14413	30	753	53	780	0

#JUMP RUN RIGHT & LEFT (Width = IDLE + 3 = 20 + 3)
14427	361	714	384	741	0
14423	61	714	84	741	0

#SIT RIGHT & LEFT (Width = IDLE + 1 = 20 + 1)
14521	422	719	443	736	0
14511	2	719	23	736	0

#BRACE RIGHT & LEFT (Width = IDLE - 5 = 20 - 5)
14621	425	633	440	662	0
14611	5	633	20	662	0

#Get into sewer
14701	215	633	230	662	0

#Kick RIGHT & LEFT
14821	2	754	23	781	0	
14811	422	754	443	781	0

#Hold Stand RIGHT & LEFT
14900	182	793	203	822	0
14901	242	793	263	822	0
#Hold Run LEFT
14910	152	793	173	822	0
14911	121	793	142	822	0
#Hold Run RIGHT
14920	272	793	293	822	0
14921	303	793	324	822	0

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#Kick RIGHT & LEFT
1002	11721	100
1003	11711	100

#Hold RUN RIGHT & LEFT
1004	11800	100	11820	100	11821	100
1005	11801	100	11810	100	11811	100
#Hold Stand RIGHT & LEFT
1006	11800	100
1007	11801	100

#DIE
999	13001	100

################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100

#Kick RIGHT & LEFT
1611	12523	100
1610	12527	100

#HOLD RUN RIGHT & LEFT
1650	12600	100	12601	100
1651	12700	100	12701	100
#Hold STAND RIGHT & LEFT
1660	12600	100
1661	12700	100

##############	RACCOON	###########
1700	14121	100
1701	14111	100

#WALKING RIGHT & LEFT 
1800	14121	100	14222	100	14223	100
1801	14111	100	14212	100	14213	100

#RUNNING RIGHT & LEFT
1900	14321	50	14322	50	14323	50
1901	14311	50	14312	50	14313	50

#JUMP WALK
2000	14417	100
2001	14413	100

#JUMP RUN
2100	14427	100
2101	14423	100

#SIT RIGHT & LEFT 
2200	14521	100
2201	14511	100

#BRACE RIGHT & LEFT 
2300	14621	100
2301	14611	100

#Get into sewer
2302	14701	100

#Attack RIGHT & LEFT
2400	14321	100	14701	100	14311	100
2401	14311	100	14701	100	14321	100

#KICK RIGHT & LEFT
2500	14811	100
2501	14821	100

#HOLD STAND RIGHT & LEFT
2600	14900	1000
2601	14901	100
#HOLD RUN RIGHT & LEFT
2700	14901	100	14920	100	14921	100
2701	14900	100	14910	100	14911	100
